Date,Tweet ID,Text,Username
2021-11-01 23:23:36+00:00,1455314610601529347,"@NatHarooni @dagetz @GREGORYESSLING1 3. This makes it very licensable over time, as price drops and ESG pledges become reality.

Chevron, who has at least 6% of just the motor oil market and is the largest base oil manufacturer in the U.S., taking this to market fully means this is just the beginning.",PicksByMatt
2021-11-01 22:52:00+00:00,1455306657810944000,"@mgilbert311 @Greg_Palast @SDonziger Our money should read in big oil we trust. Let’s here it for the bought judge and those CEO types over at chevron, for they are like gods. We have no law in American today, we do have lots of cash.",MarkACampbell12
2021-11-01 22:44:20+00:00,1455304728607293441,@latimes Let’s hope any probe into liability also includes the roles that oil companies — like California’s own Chevron — played in creating a hotter climate that caused dry conditions.,_News_Matt
2021-11-01 21:47:40+00:00,1455290467600510977,"@POTUS Shouldn't you... arrest and repurpose the ressources of the criminal executives and corporations that are currently destroying our planet? (BP oil, Texaco, chevron, etc.)",Xeliassame
2021-11-01 21:26:17+00:00,1455285086224412674,"2017 Chevron, Shell, Inpex, ExxonMobil and Total - the ATO estimated they had amassed $238 billion in PRRT credits
WHAT ARE CREDITS ? 🤔
ahhh credits can be used to offset income tax, pay for oil spills...🤨😠    
https://t.co/gBYvfmgV0Z",rumbleandroll
2021-11-02 23:40:20+00:00,1455681212001947651,"916 k #RoadToAMilli #WishMeLuck 616pm Ring of Fire Red Tide Oil Leak Sea Turtles #SevereWeather #RainForests Coral Reef Glaciers Space Junk 🌎 Oil Industry 🌏National Security Threat 🌍 
@CircleKStores @Shell @Chevron @exxonmobil 
@JNJHistory @Boeing
@McDonalds @McDonaldsCorp",MonicaT24287489
2021-11-02 23:40:06+00:00,1455681153210351618,"@RepMaloney @exxonmobil @bp_America @Chevron @Shell @APIenergy @USChamber When people are successful in holding big oil to account, those companies use the US judicial system to silence them. If the USG doesn't support Steven Donziger then it doesn't support the people harmed by the fossil fuel industry. https://t.co/b8yoM5eZ6K",paulpaz
2021-11-02 23:30:03+00:00,1455678624254812162,"Exxon, Shell, Chevron are passing profits to shareholders and restraining capital spending despite souring prices and oil shortages in Europe and China 🇨🇳. https://t.co/As2V1e9AFJ",kurtsaltrichter
2021-11-02 23:30:00+00:00,1455678611420327939,"The chairwoman of the House Oversight Committee issued subpoenas Tuesday to top executives of ExxonMobil, Chevron and other oil giants.
https://t.co/REXMI88OYL",KTXS_News
2021-11-02 23:05:40+00:00,1455672485920247818,Representative Rashida Tlaib Tears Chevron Oil Exec a New One https://t.co/aOLIWxDePY,cAlabaZa04901Je
2021-11-03 23:14:30+00:00,1456037096414711813,@pascalmolineaux @TheLeadCNN @SchneiderCNN @Chevron @SDonziger And we are supposed to believe Biden when he says that he wants to reduce the influence of Big Oil on the economy in order to save the environment...,SilverDamsen
2021-11-03 23:08:58+00:00,1456035703712731138,"COMMENTARY:

Udenna said the transaction would have not happened without the strict bidding processes and due diligence by multinational oil companies Chevron (@Chevron) and Shell (@Shell).

READ:
https://t.co/m3h5HLkbZa

#DailyTribune https://t.co/BLyVrCs8FQ",tribunephl
2021-11-03 22:08:17+00:00,1456020432159657995,"Why did attorneys Brian Maloney, Sareen Armani, &amp; Rita Glavin &amp; Judges Lewis A. Kaplan &amp; Loretta Preska lock up this attorney who won a $9.5 billion climate judgment against Chevron? https://t.co/N882wTWZMy via @slate 
The #USCorporation
""An Oil Company with an Army"" G. Carlin",legant66
2021-11-03 21:53:46+00:00,1456016780078374924,"COMMENTARY:

Udenna said the transaction would have not happened without the strict bidding processes and due diligence by multinational oil companies Chevron and Shell.
https://t.co/m3h5HLkbZa",tribunephl
2021-11-03 21:10:52+00:00,1456005982941814788,"1/2 Yesterday the chairwoman of the House Oversight Committee issued subpoenas to top execs of Exxon Mobil, Chevron &amp; other oil giants, charging that the companies have NOT turned over documents, needed by the committee to investigate allegations that the oil industry concealed",ClesterRebecca
2021-11-04 21:35:54+00:00,1456374670047985664,@Toure @waltshaub You don't get the largest oil tanker in Chevron's fleet named after you if you aren't in bed with the devil. https://t.co/s5nKHssFtt,WaltTheStalt
2021-11-04 19:41:22+00:00,1456345848174968833,"US oil giants top list of lobby offenders #holding #back climate action

• Report into lobbying tactics names @ExxonMobil and @Chevron as worst, while carmaker @Toyota takes third https://t.co/wEgQETkOaH",AlexChowStuart
2021-11-04 19:33:10+00:00,1456343785357684746,Brian Ross Investigates: American lawyer Steven Donziger @SDonziger has been sent to jail in his continuing fight against the giant Chevron oil company over their activities in the Amazon. We’ll talk with his lawyer about what happens next. https://t.co/vCt40V7pdg,BrianRoss
2021-11-04 19:32:19+00:00,1456343571645206532,"“US oil giants top list of lobby offenders holding back #climate action: Report into lobbying tactics names @ExxonMobil and @Chevron as worst, while carmaker @Toyota takes third”

https://t.co/K5fgQyr7TT",zachvat
2021-11-04 19:21:02+00:00,1456340730545381378,"@denisewu Chevron is one of the few oil companies I can think of that isn't embracing renewable energy, most are in fact trying to change with the times.

https://t.co/0GZnhJINff",thousand_tim
2021-11-05 23:10:08+00:00,1456760772856590342,@stand4sumtin @RNCResearch You think oil is controlled by OPEC? I'll let Chevron and ExxonMobil know. Under the last administration the US produced 15% of the world's oil supply. 2% more than OPEC. Just sayin.,kirbyvogler
2021-11-05 22:59:41+00:00,1456758145460604931,"Race Is On to Frack Shale Fields Before Costs Explode in 2022 By Bloomberg

© Bloomberg. A pumpjack operates near a Nabors Industries Ltd. drill rig standing over an oil well for Chevron Corp. in the Permian Basin near Midland, Texas, U.S., on Thursday, March 1, 2018. Chevron... https://t.co/gEifuEtrAe",biedexmarkets
2021-11-05 22:55:43+00:00,1456757146222153734,"@Weirdinary @BrockXDalton @Breaking911 I grew up on a Chevron Oil lease.

They were saying we were running out then too.

I don't think we're running out any time soon.",KXM1294
2021-11-05 22:27:46+00:00,1456750110235250691,"Chevron had a lawyer imprisoned by a Judge, for him, helping the Amazon River oil spill victim get compensation. They are still waiting",OChenault
2021-11-05 22:25:41+00:00,1456749588078075905,"#TruthIsNotACrime
He just told us the Truth on lies, corruption, crimes

WikiLeaks, Oil Edition: Chevron, Eni, Exxon and Shell All Make Cameos 

https://t.co/eSD7idu8jz

#FreeAssangeNOW",ClioBrx
2021-11-06 22:12:32+00:00,1457108665849171968,⁦@nytimes⁩ proves its complicity in helping big oil bury environmental crimes and corrupt chevron funded sham prosecution of an ecco warrior. BTW the NYT’s head lawyer also works for Chevron. Donziger is a hero. #freedonziger  https://t.co/cesFtyUcNu,StefanIsVegan
2021-11-06 21:57:09+00:00,1457104796729548800,@POTUS We must continue to do more…which includes holding Big Oil and their lying marketing arm accountable for destroying the planet for profit. @APIenergy @exxon @Shell @bp_America @Chevron #ExxonKnew,Raycerx58
2021-11-06 21:38:33+00:00,1457100113436884995,@bopinion Sponsored in a collaborative effort by BP Oil and She’ll Corp. written by Chevron,hiddenbyuser
2021-11-06 21:35:00+00:00,1457099219785818114,"A global report from @InfluenceMap has revealed that the worst offenders when it comes to the anti-climate lobby are - unsurprisingly - oil giants ExxonMobile &amp; Chevron.

We must stop the influx of fossil fuel 💲 into our politics.
https://t.co/W4S9bktjkp",DNCClimate
2021-11-06 21:01:23+00:00,1457090760378142724,"Chevron Products Company to Debut Havoline® PRO-RS™ Renewable Full Synthetic Motor Oil, Chevron's First-Ever Renewable Passen.. $AMRS $CVX https://t.co/eb35NCgAeY",newsfilterio
2021-11-07 22:51:07+00:00,1457480762165321731,"@PeterDGardner Fossil fuels in ground and reforestation at rates faster than deforestation.  COPs should be about workshopping with the biggest companies in the world (Saudi Aramco, Chevron, Gazprom, ExxonMobil, National Iranian Oil Co, BP, etc) a rapid transitioning of their business models",littlenikkle
2021-11-07 21:27:30+00:00,1457459721753956357,"@checkupcbc To lay burden at individual’s feet is distracting from the biggest perpetrators…. Coal, oil, diesel, gas, factories, Canadian mining. #Chevron through corruption, just jailed a lawyer for trying to save indigenous Ecuadorian communities #stevendonziger https://t.co/EDCEOsrNBn",Gail_Nestel
2021-11-07 20:47:24+00:00,1457449631097446402,"US oil giants top list of lobby offenders holding back #climate action: Report into lobbying tactics names #ExxonMobil and #Chevron as worst, while carmaker #Toyota takes third. https://t.co/dHvRqWEOFV",CaplanComms
2021-11-07 19:37:17+00:00,1457431985727623172,"@DebHaalandNM How about advocating for @SDonziger? Sitting in CFI Danbury for being the lead lawyer for #Ecuador toxic oil spillage by @chevron 
#FreeStevenDonziger 
#ClimateJustice",BelindafromAL
