Date,Tweet ID,Text,Likes
2021-02-01 23:55:56+00:00,1356390859781132288,@JeremyPryer @TheSarcasmFiend @God_Complex_013 Thanks for the context! But the fact that CVX isn't on the Switch (and therefore no page) during their re-release on last gen still sort of reinforces to me that Capcom has it low on the priority list. Especially with the leaks about RE4 remake.,1
2021-02-01 23:40:05+00:00,1356386873757868032,$BLSP Set to run this week. Biden environmental play.  Waste to energy.  $MMM $AXP $AMGN $BA $CAT $CVX $CSCO $KO $DOW $GS $HD $HON $IBM $INTC $JNJ $JPM $MCD $MRK $MSFT $NIKE $PG  $CRM $TRV $UNH $VZ $V $WMT $DIS https://t.co/4EVaWKPmgY,6
2021-02-01 23:38:23+00:00,1356386446127427584,"Reports this weekend that $XOM and $CVX discussed a possible merger last year speaks to just how troubled Exxon's strategic footing really is. So where does it go from here?

My latest (free):

https://t.co/OvJ16x8MTo #OOTT",7
2021-02-01 23:35:32+00:00,1356385727173525511,"Eyecatching stuff: $XOM/$CVX merger rumor gets no respect as both underperform S&amp;P..appropriate as that deal damn hard to get done. $TSLA +6%, rumor is Elon will spend almost 2 days this month focused on the car business (vs. SpaceX, Boring, Neuralink, bitcoin, GME tweets, etc)",182
2021-02-01 23:14:56+00:00,1356380541906419712,@firstaidspray @TheSarcasmFiend @God_Complex_013 These links direct to the specific sites that were setup for the most recent Switch releases which were far more recent than the CVX HD release. They’re not ignoring CVX - it just hasn’t previously had a page already on REnet so they have no individual game site link.,0
2021-02-01 23:13:08+00:00,1356380091169837056,"Tickers with the most bearish news sentiment for 2021-02-01 as of 18:10:02 EST 
$AMC $NOW $XOM $FB $SPCE $GME $AAL $CVX $UAA $SLV $AMZN $NFLX https://t.co/FyOLxxRqPb",1
2021-02-01 23:02:52+00:00,1356377508313096192,"@Engineer_Farmer Nope, use Field Level with a 500 CVX",0
2021-02-01 23:02:01+00:00,1356377291027263492,Could 2021 see a new oil giant? https://t.co/VV9TqcHQIb  $CVX $XOM #oil,0
2021-02-01 22:26:39+00:00,1356368391620194309,"For those that don’t know, the dividend aristocrats are the kings of long term growth. 

These special stocks have paid an INCREASING Dividend for a minimum of 25 years. They aren’t going anywhere. Some big aristocrats are:
$PBCT
$AFL
$ABBV
$O
$CVX
$ADM

(9/10)",1
2021-02-01 22:18:28+00:00,1356366334163087363,"Today was just not a good day for speedruns. CVX kept freezing, so switched to RE1 but kept making too many mistakes. Had one good run die right before I could get the last input in =/ Oh well, it happens. Next time.",2
2021-02-02 23:43:11+00:00,1356750040614768645,@raymond10mm $T also has a high yield along with $XOM and $CVX but many fleas on those dogs.,1
2021-02-02 23:07:03+00:00,1356740945748844548,$BLSP Set to run this week. Biden environmental play.  Waste to energy.  $MMM $AXP $AMGN $BA $CAT $CVX $CSCO $KO $DOW $GS $HD $HON $IBM $INTC $JNJ $JPM $MCD $MRK $MSFT $NIKE $PG  $CRM $TRV $UNH $VZ $V $WMT $DIS https://t.co/hLossHoRHN,9
2021-02-02 22:09:54+00:00,1356726566756052992,"More likely to be of the CCUS variety, involving enhanced oil recovery. $XOM is one of the top legacy drillers of CO2 EOR &amp; producers of CO2 dating back to the 70's and 80's, but XOM, $CVX &amp; $RDS got out of that segment in 90's. Could very much be a case of back to the future.",2
2021-02-02 21:58:30+00:00,1356723696468131840,"@corto56 @NMerke @DGK_org We use Dynamic Heart Model on a Philips Epiq CVx platform. Good scanning conditions assumed, calculation of 3D-EF and also 3D-LAVI in one step is quite quick on this machine.",0
2021-02-02 21:31:54+00:00,1356717003315249152,"#API 
- Crude -4.261M
- Cushing -1.885M
- Gasoline -0.240M
- Distillate -1.622M
#OOTT #CL_F #QM_F $USO $CVX $XOM",0
2021-02-02 21:29:02+00:00,1356716282150748163,"@ALoganCeres I don't think this is true - they operate pre-producing assets too. So it's a 30% absolute redux across their operated upstream portfolio, independent of current production status. Still true that it is limited vs. CVX, which incorporates nonop (tho most don't near-term)",1
2021-02-02 20:34:17+00:00,1356702500666105858,".@exxonmobil Shares Jump After Returning to Profit in Q4 as #WTI hits $55🤗

Excluding the historic $19.3B impairment, $XOM returned to profit in Q4, earning $.03/share, ending a run of 3 consecutive quarterly losses

$BP $CVX #Oil #oilprice #WallStreet

https://t.co/NGKJ72pK7Z",1
2021-02-02 20:13:19+00:00,1356697224948961281,"Tickers with the most bearish news sentiment for 2021-02-02 as of 15:10:02 EST 
$UPS $FB $SPLK $XOM $AMZN $SLV $PDD $AMC $BABA $GME $TSLA $JD $CVX https://t.co/fMyVXdfcw1",0
2021-02-02 20:12:09+00:00,1356696931850981378,$CVX NEW ARTICLE : Chevron's 6% Yield Is A No-Brainer https://t.co/dSiwl2lNEL Get all the latest $CVX related news here : https://t.co/JWbh4mxzrh,0
2021-02-02 19:50:00+00:00,1356691356366884866,$CVX Trading is easy with Short and Buy signals in real time! https://t.co/RvsiY2ubTZ,0
2021-02-03 23:59:53+00:00,1357116630917087233,"I've always really loved this track from CVX, I'd listen to it on repeat all the time on the Resident Evil 10th Anniversary album. It's just so damn EPIC!

https://t.co/RwFIWKqsIt",16
2021-02-03 23:53:35+00:00,1357115044018978817,"Compare $XOM &amp; $CVX view on the way forward -- c'mon, these 2 gotta merge, they're a match made in heaven ... both doubling down on fossil, both giving half-assed lip service to #esg crowd via a ""reduced carbon footprint""

https://t.co/nJu6acV6xQ

#oott #energy #oil #renewables",1
2021-02-03 22:59:31+00:00,1357101438598602752,"Keep calm $NIO $LAZR $NVDA $CVX $TGR $DKNG $AMC $BTBT $NCTY $GME $FUBO $OGEN $VRM 😊
#RobinHood https://t.co/Fh28z0DhkO",1
2021-02-03 22:08:24+00:00,1357088574877925376,"@FracSlap I'm loaded up on depressed oil stocks as well. $KOS, $IEO, $XLE, $PXJ, $HLX, $CVX, $HP, $RIG, &amp; $GEL. $LFGO! 🚀🌙

My Renewables are also already performing well too.",1
2021-02-03 21:59:07+00:00,1357086239040671744,$OIL $XOM $CVX  Oil Price https://t.co/WUoQYkOxfw,0
2021-02-03 21:52:16+00:00,1357084515399852032,"Stock Market Today (2/3/21): Big Energy, Clean Energy Keep Stocks Aloft
(Discussed: $DJIA $SPX $IXIC $RUT $XOM $CVX $PLUG $DQ $GOOGL $AMZN $GWPH $JAZZ $MJ $GLD $USO $BTC)
https://t.co/ScitmzcYCq",3
2021-02-03 21:49:37+00:00,1357083849793155072,"Alright folks, the Finale of Resident Evil 3: Nemesis Playthrough is up. Another RE game down 7 more to go. CVX will drop on Friday.

https://t.co/8hs2rdqiVn

#ResidentEvil3 #REBHFun https://t.co/aokJzz5pvm",2
