Date,Tweet ID,Text,Likes
2021-04-09 18:57:19+00:00,1380595700279427080,"@Ediuhm At least it's better than the Amnesia and constant loss of his entire team from RE6 onward, there was something personal for him at a stake.

But again, CVX did so much better cause Claire was actually just kidnapped and stranded on an island lmao.",0
2021-04-09 18:56:06+00:00,1380595394468536320,"@Ediuhm A more suitable plot of a past hero coming back as a Wesker underling would've been Steve from CVX, Wesker literslly promised to bring him back to life infected with the Veronica virus lol. And they just forgot.

But of course they needed a plot hook for Chris.",1
2021-04-09 18:13:55+00:00,1380584776281767939,"@Ediuhm I feel like the approach with him was inherently flawed, I mean since CVX he was a bit more BOW than human but still his strongest point was being an evil mastermind, turning him into just another BOW with big glowing weak points you rocket launch at the end was a disservice.",1
2021-04-09 18:06:59+00:00,1380583030218104835,@fs_insight Energy ... it’s both reflationary and a reopening trade; &amp; as we reopen all these ✈️ 🚢 ⛽️ 🚀🚛🏗 will need ⚫️iL ... be patient   $spy $dia $qqq $ndx $iwm $arkk  #stockstowatch #StockMarket #Investment $CVX $XOM $XLE,2
2021-04-09 17:50:13+00:00,1380578810886811649,$XOM $CVX NEW ARTICLE : Battle of the Dividend Aristocrats: Exxon Mobil vs. Chevron https://t.co/KKjiWbWjvF Get all the latest $XOM related news here : https://t.co/Bq4y9K9Cno,0
2021-04-09 17:38:28+00:00,1380575857069154315,Battle of the Dividend Aristocrats: $XOM vs. $CVX https://t.co/D8llcVTvDn,0
2021-04-10 23:20:14+00:00,1381024252028190730,Let’s see if I can’t finish CVX later tonight with some Saturday Night Scares? Around 8:30 EST we’ll get started!,5
2021-04-10 21:28:02+00:00,1380996014857945088,"Notable Analyst #Upgrades and #Downgrades for Week of April 5, 2021  $CVX, $FCX, $GD, $HON, $LHX, $PAYX, $PM, $SCHW, $SON, $TSCO, $USB, $VIAC, $WPC https://t.co/LY5uKJkCwy https://t.co/tpTRf1YZUf",0
2021-04-10 19:56:12+00:00,1380972904880484353,@GambitEsports @heroicgg emm but HLTV told me it will be a BO5🤔,1
2021-04-10 19:15:12+00:00,1380962585726615557,Time to buy $BABA after fine: $ief $spy $dia $uso $iwm $gld $xlk $xle $xlb $xli $xlu $xlv $xlp $xly $jpm $bac $axp $xom $cvx $wba $dis $nke $wmt $lmt $ba $cat $ibm $aapl $amzn $twtr $jnj $pfe $mrk $hd $vz $ups $vrtx $pypl $sq $wynn $fslr $fb $amd $bby $gme $amc $slv $tsla $zm,1
2021-04-10 17:36:47+00:00,1380937818336206848,@JGreenwald86 @GreenMonsterah @lhamtil $LMT $CVX and $MO three way anti ESG merger,2
2021-04-10 16:25:51+00:00,1380919970926841857,@Batgirlx26x Well I’m flying to Dallas tomorrow and won’t sleep much tonight LOL. So I’ve been playing Ratchet and Clank. Want to play CVX,0
2021-04-10 15:56:26+00:00,1380912565262327821,"Come get long Bills ""Oil is dead, long live oil"" EFT - 250bps

$CVX
$CNQ
$MEG
$CNQ
$ARX
$CNQ
$TOU
$CNQ
$MUR
$CNQ
$MSFT
$TPZ",5
2021-04-10 14:51:07+00:00,1380896129336811522,"cvx 78515AD6 :Battle ID
I need backup!
Lvl 200 Wilnas
https://t.co/M4XQmFTGgS",0
2021-04-10 14:18:02+00:00,1380887804729819140,"Notable Analyst Upgrades and Downgrades for Week of April 5, 2021  $CVX, $FCX, $GD, $HON, $LHX, $PAYX, $PM, $SCHW, $SON, $TSCO, $USB, $VIAC, $WPC https://t.co/LY5uKJkCwy https://t.co/zWHUGg8VXK",0
2021-04-10 14:08:32+00:00,1380885411522871296,"“Capitalist production, therefore, only develops the techniques and the degree of combination of the social process of production by simultaneously undermining the original sources of all wealth- the soil and the worker.” -Karl Marx, Capital Volume I. $XOM $CVX",0
2021-04-11 23:41:13+00:00,1381391918534422530,I think everyone should have an eye on the news about #JapanNuclearWater since it is related to everyone’s future especially for people lived closed to pacific. The damage is irreversible currently and unaffordable for most people and marine livings.,7
2021-04-11 23:08:51+00:00,1381383776576671747,@sh1rocsgo @heroicgg @caspercadiaN @refrezhCS @SjuushCSGO @stavnCS @Tesescsgo Very fantastic game and wish you good luck for the following BLAST Spring showdown.,0
2021-04-11 22:56:53+00:00,1381380763862581251,"@GambitEsports @ESLCS @heroicgg @sh1rocsgo @F_1Ncsgo @interzgod @HObbitcsgo @nafanyGOD @Ax1LeGOD crazy game, thanks for bringing us this high-quality game. GL for following series.",0
2021-04-11 22:39:02+00:00,1381376272417325062,$CVX NEW ARTICLE : CVX Stock: $113 Target By Goldman Sachs https://t.co/gqsjsxzTQ5 Get all the latest $CVX related news here : https://t.co/JWbh4mxzrh https://t.co/Vxe6iFQD8U,0
2021-04-11 22:38:37+00:00,1381376168637521921,CVX Stock: $113 Target By Goldman Sachs https://t.co/4H8jaVo0TO https://t.co/ADyNhA5IZN,0
2021-04-11 22:33:58+00:00,1381374998275792897,What should I do with my energy stocks $XOM and $CVX ? And feel free to say why.,0
2021-04-11 22:25:26+00:00,1381372846828494850,What do you all think about $oil #oil Heading up or down from this consolidation?  $xom $cvx $su $cve https://t.co/lqs9UMDmf3,0
2021-04-11 19:07:03+00:00,1381322923034693638,"Notable Analyst Upgrades and Downgrades for Week of April 5, 2021  $CVX, $FCX, $GD, $HON, $LHX, $PAYX, $PM, $SCHW, $SON, $TSCO, $USB, $VIAC, $WPC https://t.co/LY5uKJkCwy https://t.co/Y3Uw6XNYmq",0
2021-04-11 19:00:22+00:00,1381321241143951360,"SONAR TRADES #OptionsFlow 

$CVX
$105.00 CALL
EXPIRES = 05/21/2021
SIZE = 1300
OI = 4972
TRADE COST = $322,400
STOCK = $102.44

#CVX #optionstrading #stockmarket #trading #options #stocks #stockstowatch #UnusualOptions #stockoptions #optionstrade #stockmarket #investing #UOA",0
2021-04-11 18:41:41+00:00,1381316542286209026,"and on the other note, you also have to release that no matter our taste, to capcom, re3 isn't re2 so you can rush even more than original and cvx isn't re4, it's not as beloved of a classic as it could've been so it's not getting priority",1
2021-04-12 22:26:04+00:00,1381735394505416706,Btw Tomorrow the shaders are released,3
2021-04-12 22:25:03+00:00,1381735139416412160,"Notable Analyst #Upgrades and #Downgrades for Week of April 5, 2021  $CVX, $FCX, $GD, $HON, $LHX, $PAYX, $PM, $SCHW, $SON, $TSCO, $USB, $VIAC, $WPC https://t.co/LY5uKJkCwy https://t.co/xMTms8Igjc",0
2021-04-12 22:22:53+00:00,1381734593414320131,Enchanced Default Shaders https://t.co/pJjAI0VMjT,12
2021-04-12 22:20:24+00:00,1381733969675313155,"S&amp;P 500 closes flat near record high in another muted session ahead of key inflation data!

$MSFT $AAPL $GOOGL $AMZN $CMCSA $CRM $AMD $MU $QCOM $NVDA $FB $NFLX $HD $JNJ $PFE $LLY $GILD $MRK $AMGN $TSLA $DIS $ABT $PYPL $CSCO $INTC $ORCL $PG $WMT $MA $COST $XOM $CVX https://t.co/iK8Vu4fuPM",2
2021-04-12 21:36:29+00:00,1381722917927591937,"Market closed for today

Top 3 winners:🟢
$ABR: 2.31%
$KHC: 1.40%
$CAH: 1.35%

Top 3 losers:🔴
$CVX: 1.17%
$SPG: 1.01%
$XOM: 0.66%

Overall: 0.29%✅

How’d y’all do?👇",7
2021-04-12 20:46:21+00:00,1381710302555824134,"Chevron Corp $CVX Has A Solid Balance Sheet Business Profile
Headquartered in San Ramon, CALIFORNIA, Chevron https://t.co/vRGaIgQqjc #stockstobuy #stockmarket #stocks #trading #investments #daytrading",0
2021-04-12 19:28:34+00:00,1381690728049303552,#Options Flow Grid Update $CVX #OptionsTrading #Chevron Shares 🔻1% to $101.95 #OptionsFlow #stocks #stock #StockMarket #investing #Investment #energy #Oil #oilandgas #OilPrices #oilprice https://t.co/IWZSYMAia0 https://t.co/KknQoB34bY,0
2021-04-12 19:21:48+00:00,1381689025862500360,"Trade Ideas:

Bullish:
- $ABBV
- $ABT
- $CELH
- $DDOG
Bearish:
- $CVX
Oversold + Potential Reversal:
- $CRON
- $DOYU (might add some)
Overbought + Potential Reversal:
- $HD",2
