Date,Tweet ID,Text,Likes
2022-07-01 23:59:11+00:00,1543021429993934848,@bizza_bizza001 @CastleKuro @OGB_Recent1 Failed ratio,0
2022-07-01 23:58:42+00:00,1543021306680987649,"Of the unlocked CVX whales depositing in the various CVX liquidity or staking pools, which are getting the most action?
- Uni's CVX/WETH took the majority but that was mostly Tetranode
- CLever and Aave saw some action
- Badger had one small deposit
- Pirex missing in action",4
2022-07-01 23:53:43+00:00,1543020054954098694,"@JuicyBytes I think if eth stays in a painfully boring 1000-1200ish range with slight deviations for a while we can have some 0-1 developments serve as catalysts for dif price movement among dif projects, like the SNX atomic swap pump or CVX/CRV squeezes for example. But yes not likely",1
2022-07-01 23:49:23+00:00,1543018965747712001,"Let’s take a look at three companies that fit her description: 
$O $CVX $T - 1.@RealtyIncome ,2.@Chevron &amp; 3.@ATT #stagflation #recessionproof",0
2022-07-01 23:46:26+00:00,1543018220415684608,"$AA $IPI $ZIM $CVX Th miners, fertilizers, shippers and oil and gas stocks had to crack in order for this process to play out.... I am glad to see them crater... https://t.co/fG6LG7HwJB",51
2022-07-01 23:44:42+00:00,1543017784732291072,"As of this analysis 53 of the top 100 unlocked CVX addresses have taken action.  An examination of their wallets and transactions reveal:

70% of the CVX is relocked
16% went to Uni's CVX/WETH pool (mostly Tetra)
5% dumped for stables
3.4% is still sitting in wallets https://t.co/q8eyRndaaU",11
2022-07-01 23:39:45+00:00,1543016541129568256,"Here is my day 3 summary of the ""Great CVX Unlockening.""  The 16-week vote-lock period for about 27.5M CVX expired, and I've been tracking what the top 100 unlocked addresses (whales) have been doing with their CVX.  This represents 80% of all the unlocked CVX.  A thread.",37
2022-07-01 23:38:18+00:00,1543016175684276224,@Barbrahhhh Big W,0
2022-07-01 23:35:35+00:00,1543015491517632512,@crypto_condom will you still buy my $CVX at $10 Ser?,0
2022-07-01 23:33:47+00:00,1543015037937270784,"Yields Are Above 8%. It’s Time to Get Excited About Income Investing
$T $C $W $MAA $KMF $MAA-PI $CB $XOM $WFC $CVX $JPM $VZ $MMM $DVN $DUK $WHR $TFC $PXD $CNS $TRNO $DUK-PA $ESS $EGP $NMZ $KMI $VNO 
https://t.co/fTyXLuqv7z",0
2022-07-02 23:57:24+00:00,1543383367454003200,@cooladebola @adunniszn Snapchat?,0
2022-07-02 23:56:42+00:00,1543383193025380354,"@dngdamilare @GucciStarboi You mention person generation na small play bah?
FYI nothing like small play on here if you wan play go tiktok",0
2022-07-02 23:54:10+00:00,1543382554685882369,@unknown_cvx @GucciStarboi Una they mad for this bird app ordinary small play you go carry am on top head,0
2022-07-02 23:52:30+00:00,1543382133800149002,@unknown_cvx @santa_SZNN Scofield own is more realistic tbh,0
2022-07-02 23:52:23+00:00,1543382107392806913,@joel06790907 @GucciStarboi Rich*,0
2022-07-02 23:51:54+00:00,1543381985783156736,@dngdamilare @GucciStarboi Hungry Clown 🤡 https://t.co/W5khgVwxLK,0
2022-07-02 23:49:52+00:00,1543381472152887298,@unknown_cvx @realmitch_ @santa_SZNN Bro is bringing it to the real world 😂😂😂,0
2022-07-02 23:49:26+00:00,1543381363302203392,Ackerman Capital Advisors LLC Trims Stake in Chevron Co. (NYSE:CVX) https://t.co/AcNVJmdAaT,0
2022-07-02 23:48:03+00:00,1543381016060084224,@realmitch_ @santa_SZNN Same for Micheal Scofield,0
2022-07-02 23:46:16+00:00,1543380567302995968,@hamyak007 @santa_SZNN The pregnant woman?,1
2022-07-03 23:39:28+00:00,1543741243838144515,"$BTC 

Those who don't know how to win in this game ask? What happened and how did he win? 🤔 

$ETH $Avax $MBOX $Gala $ETC $LUNA $SRM $DAR #NFT #WEB3 #Meta $Chees $HIVE $Dusk $Sys $Grt $aave $Audio $atom $KNC $YGG $KDA $cvx $Mana $Hard $VIDT $cos $Key $MIR",0
2022-07-03 23:29:05+00:00,1543738631579488258,@unknown_cvx @EricaNlewedim Engagement she gets on every single tweet or another one??,0
2022-07-03 23:27:50+00:00,1543738314146172928,Does anyone know why the $cvxeth LP on Convex is paying so much? The vAPR is ~70%. Is that also temporarily skewed because of the $4m in extra $crv fees last week? @CurveFinance @ConvexFinance $crv $cvx $eth,1
2022-07-03 22:59:26+00:00,1543731168708894722,@unknown_cvx @iyscreamm @Big__Derah Show me...first no show gumbody,0
2022-07-03 22:51:05+00:00,1543729069614895105,"Stock: $CVX - 
*** REALTIME TREND ***
SELL
R1 = 147.33
LAST = 146.51 
S1 = 142.82 
Try now the Best Pivot Point Calculator!! https://t.co/xWxPjoB4Nj
#tradingview
#stocks
#stockstowatch https://t.co/JCkHn50tN3",0
2022-07-03 22:46:25+00:00,1543727892567310337,"$BTC 

It's a struggle that can't be understood by the brainless people who only work on sex. 

$ETH $Avax $MBOX $Gala $ETC $LUNA $SRM $DAR #NFT #WEB3 #Meta $Chees $HIVE $Dusk $Sys $Grt $aave $Audio $atom $KNC $YGG $KDA $cvx $Mana $Hard $VIDT $cos $Key $MIR https://t.co/bmnkLlyGJo",2
2022-07-03 22:41:59+00:00,1543726776995794944,Furu TrendSpider tweeted about $CVX at stock price 147$! https://t.co/rK74OVuE0W,0
2022-07-03 22:40:00+00:00,1543726277709836288,"$CVX Trying to hold for a retest of this year's massive breakout ⛽️

https://t.co/wpDMt2c4xn",30
2022-07-03 22:38:18+00:00,1543725850687950849,"$BTC 

Turkish oil wrestling. The oldest sport in known history. A tradition that has been going on for 661 years. 

$ETH $Avax $MBOX $Gala $ETC $LUNA $SRM $DAR #NFT #WEB3 #Meta $Chees $HIVE $Dusk $Sys $Grt $aave $Audio $atom $KNC $YGG $KDA $cvx $Mana $Hard $VIDT $cos $Key $MIR",2
2022-07-03 22:32:58+00:00,1543724507587903491,Investing in hidden gems on the stock market in 2022 - 2023 and beyond : 11 S... https://t.co/kt7lE3pqNi via @amazon $FTI $WHD $WFRD $LBRT $XPRO $USAC $NEX $RES $OII $AROC $CLB $PUMP $DNOW $VTOL $DRQ $WTTR $SLCA $BOOM $SHEL $XOM $CVX,0
2022-07-04 23:59:40+00:00,1544108715112120321,@unknown_cvx @FestusOlamilek7 @Updateboyx Yeah and you can always learn lyrics and know what it means your phone and internet is cool thing .. mehn we are fucking focalistic now,1
2022-07-04 23:57:46+00:00,1544108235027894274,@FestusOlamilek7 @brymez24 @Updateboyx Since you fw with nasty Fb 👑,1
2022-07-04 23:57:15+00:00,1544108107386724354,@FestusOlamilek7 @brymez24 @Updateboyx I don’t understand igbo but I fvck with Phyno rap,1
2022-07-04 23:54:35+00:00,1544107436398845956,@unknown_cvx @brymez24 @Updateboyx Is zulu and Yoruba same thing….do you understand a single word in that zulu? Guy,0
2022-07-04 23:54:17+00:00,1544107359001317379,@Deemanmusic_ @nyce_wizy @Valuemixmusic1 They’re not ready Idolo.Pls keep ham,0
2022-07-04 23:53:27+00:00,1544107150565318658,"@unknown_cvx @brymez24 @Updateboyx Nasty ain’t bad I fuck with his stuff everyday since the day of coolest kid in Africa…but if you wanna have this comparison and have a say you should do that with those they are on the same path not olamide…likes of ladinos,blaqbones,AQ,jesse jagz and more",0
2022-07-04 23:50:47+00:00,1544106481422934017,@brymez24 @FestusOlamilek7 @Updateboyx He raps in Zulu too and it’s fyeee,1
2022-07-04 23:49:54+00:00,1544106255266025474,@brymez24 @unknown_cvx @Updateboyx Guess you remember Yoruba and English are two different things?,0
2022-07-04 23:42:16+00:00,1544104334820081664,"UPDATE: Tetra removed his $CVX Uniswap V3 sell orders and re-locked. Seeing those million of $CRV pouring into Convex must have changed his mind.😁

https://t.co/FUXObbNVm4

🔒https://t.co/XsxOU6KGkk

https://t.co/wS2WrR84fx

🔒https://t.co/5MwiePASRM",32
2022-07-04 23:41:49+00:00,1544104222702059521,@unknown_cvx @FestusOlamilek7 @Updateboyx Nasty got cool punchline not word play.. nice pen game olamide is fucking beast some of his lyrics needs rethink,1
2022-07-05 23:59:09+00:00,1544470971800850434,@BSundayare @WizkidtheLegend Load ham 😂 https://t.co/GgrZJOeuGe,0
2022-07-05 23:56:33+00:00,1544470320135954441,@GucciStarboi I don bring matches https://t.co/cN91B3rcor,0
2022-07-05 23:50:27+00:00,1544468782600552449,"📈 Criptomonedas Ganadoras:

$CVX Convex Finance +30,07% (USD $5,98)
$CRV Curve DAO Token +11,95% (USD $0,97)
$BAT Basic Attention Token +7,88% (USD $0,44)
$XEC eCash +5,62% (USD $0,00004194)
$MATIC Polygon +3,8% (USD $0,51)

https://t.co/HsIx58BGZC",4
