Date,Tweet ID,Text,Likes
2021-10-01 23:44:53+00:00,1444085943829336068,"The $USDN Curve pools is becoming even more unbalanced. @neutrino_proto wasted $600k on some lottery gimmick instead of doing proper bribes to vlCVX governors like $FRAX is doing right now. 

A $600k @VotiumProtocol bribe will attract a lot of vlCVX votes! @sasha35625 $CVX $CRV https://t.co/xuoSfKhzpE",15
2021-10-01 23:36:01+00:00,1444083714447790083,Short sale vol (not short interest) for $SU on 2021-09-29 is 61%. https://t.co/Ah0Vbwy57w $CVX 50% $RDS.A 52% $COP 52%,0
2021-10-01 23:33:16+00:00,1444083022144311301,"We are glad to help this member reach his goal. Check out what he said in his updated review of our server
$CMCSA $PEP $SAP $XOM $ABBV $ABT $TM $CRM $ORCL $CVX $ASML $LLY $TMO $AMGN $AZN $NKECHL $COST $MCD $ACN $BMY $DHR $NEE $SNY $CHTR $MDT $TMUS $SPY https://t.co/zOebq7qEXY",1
2021-10-01 23:30:29+00:00,1444082321691394050,"@NadjoNero @BardsSong @God_Complex_013 They've been using family in media for a long time now. Most people ignore it. Even in CVX, the Ashfords were obsessed with their own family. Especially Veronica.",0
2021-10-01 23:19:12+00:00,1444079478813102080,"🔴 Swapped $446K in $CVX for $USDC on #1inch 🐉

🐟 ($474K) #0x16296C
https://t.co/9BwztIM6UB",0
2021-10-01 22:57:41+00:00,1444074066160373762,"Chevron, Mercuria Finalize CNG Fueling Network Joint Venture $CVX https://t.co/v6EQ5OYtuN",0
2021-10-01 22:47:42+00:00,1444071554212679687,"Top 30 Trending Searches on @CRYPTO market 

$MINA $SHIB $MATIC $SOL $BNB $BTC $QUICK $ADA $ETH $LPT $SFUND $NFY $CVX https://t.co/PBDcXnJM96",0
2021-10-01 22:35:05+00:00,1444068377274818562,"Stock: $CVX - Chevron Corporation
*** NEWS ***
Chevron, Mercuria Finalize CNG Fueling Network Joint Venture - Valdosta Daily Times
https://t.co/NoxDuCS6vB
Try now the Best Pivot Point Calculator!! https://t.co/QAggKu4VvG
#tradingview
#stocks
#stockstowatch https://t.co/sr13A2b5Ek",0
2021-10-01 22:35:04+00:00,1444068373348945920,"HeatMap #SP500 $SP #large #energy 1 week market stocks:       
$EOG $COP $CVX $SLB 
      
https://t.co/r3QJEyqGoZ https://t.co/sjlTh6GkV5",0
2021-10-01 22:32:06+00:00,1444067625873588227,"""The risk of not participating in crypto is now outweighing the risk of non-participation..."" #bullish #defi #cvx #crv #fold #sushi #sdao #phtr #bpro
https://t.co/IVaxfDRfpG",0
